School District,Category,Pre-K Applicants,Pre-K Offers,Kindergarten Applicants,Kindergarten Offers,Grade 6 Applicants,Grade 6 Offers,Grade 9 Applicants,Grade 9 Offers
13,Zip Code 11215,243,88,167,35,22,s,289,74
13,Zip Code 11216,182,122,201,155,149,106,284,93
13,Zip Code 11217,217,160,250,206,88,39,155,44
13,Zip Code 11218,26,s,23,s,8,s,381,57
13,Zip Code 11219,s,s,s,s,s,s,390,51
13,Zip Code 11220,15,s,12,6,14,s,708,105
13,Zip Code 11221,70,29,79,33,59,27,482,90
13,Zip Code 11222,s,s,6,s,s,s,111,10
13,Zip Code 11223,s,s,s,s,s,s,296,39
13,Zip Code 11224,s,s,s,s,s,s,146,17
13,Zip Code 11225,51,12,52,s,28,12,321,61
13,Zip Code 11226,44,6,69,7,28,9,655,111
13,Zip Code 11228,s,s,s,s,s,s,320,42
13,Zip Code 11229,6,s,s,s,s,s,388,56
13,Zip Code 11230,13,s,11,s,s,s,296,27
13,Zip Code 11231,72,10,75,s,22,6,206,53
13,Zip Code 11232,12,s,15,7,s,s,170,25
13,Zip Code 11233,66,14,52,7,57,23,515,102
13,Zip Code 11234,s,s,17,s,9,s,433,42
13,Zip Code 11235,s,s,s,s,s,s,321,44
13,Zip Code 11236,11,s,29,s,15,8,618,78
13,Zip Code 11237,s,s,s,s,s,s,303,25
13,Zip Code 11238,389,312,379,336,225,159,247,73
13,Zip Code 11239,s,s,s,s,s,s,105,18
13,Zip Code 11243,s,s,s,s,s,s,s,s
13,Zip Code 11249,14,s^,13,s,s,s,50,s
13,Zip Code 11310,s,s,s,s,s,s,s,s
13,Zip Code 11354,s,s,s,s,s,s,189,16
13,Zip Code 11355,s,s,s,s,s,s,338,14
13,Zip Code 11356,s,s,s,s,s,s,88,9
13,Zip Code 11357,s,s,s,s,s,s,129,8
13,Zip Code 11358,s,s,s,s,s,s,154,8
13,Zip Code 11360,s,s,s,s,s,s,59,s
13,Zip Code 11361,s,s,s,s,s,s,110,6
13,Zip Code 11362,s,s,s,s,s,s,114,11
13,Zip Code 11363,s,s,s,s,s,s,25,s
13,Zip Code 11364,s,s,s,s,s,s,224,13
13,Zip Code 11365,s,s,s,s,s,s,225,13
13,Zip Code 11366,s,s,s,s,s,s,52,s
13,Zip Code 11367,s,s,s,s,s,s,81,6
13,Zip Code 11368,s,s,s,s,s,s,262,6
13,Zip Code 11369,s,s,s,s,s,s,130,s
13,Zip Code 11370,s,s,s,s,s,s,135,s
13,Zip Code 11372,s,s,s,s,s,s,274,14
13,Zip Code 11373,s,s,s,s,s,s,493,37
13,Zip Code 11374,s,s,s,s,s,s,124,14
13,Zip Code 11375,s,s,s,s,s,s,256,20
13,Zip Code 11377,s,s,s,s,s,s,330,22
13,Zip Code 11378,s,s,s,s,s,s,173,11
13,Zip Code 11379,s,s,s,s,s,s,135,12
13,Zip Code 11385,s,s,6,s,s,s,371,23
13,Zip Code 11411,s,s,s,s,s,s,48,s
13,Zip Code 11412,s,s,s,s,s,s,118,7
13,Zip Code 11413,s,s,s,s,s,s,126,7
13,Zip Code 11414,s,s,s,s,s,s,53,s
13,Zip Code 11415,s,s,s,s,s,s,41,s
13,Zip Code 11416,s,s,s,s,s,s,128,10
13,Zip Code 11417,s,s,s,s,s,s,149,10
13,Zip Code 11418,s,s,s,s,s,s,123,s
13,Zip Code 11419,s,s,s,s,s,s,150,8
13,Zip Code 11420,s,s,s,s,s,s,146,8
13,Zip Code 11421,s,s,s,s,s,s,162,10
13,Zip Code 11422,s,s,s,s,s,s,83,s
13,Zip Code 11423,s,s,s,s,s,s,82,s
13,Zip Code 11426,s,s,s,s,s,s,65,s
13,Zip Code 11427,s,s,s,s,s,s,78,s
13,Zip Code 11428,s,s,s,s,s,s,54,s
13,Zip Code 11429,s,s,s,s,s,s,59,s
13,Zip Code 11432,s,s,s,s,s,s,318,14
13,Zip Code 11433,s,s,s,s,s,s,103,s
13,Zip Code 11434,s,s,s,s,s,s,173,11
13,Zip Code 11435,s,s,s,s,s,s,160,6
13,Zip Code 11436,s,s,s,s,s,s,51,s
13,Zip Code 11550,s,s,s,s,s,s,s,s
13,Zip Code 11691,s,s,s,s,s,s,161,10
13,Zip Code 11692,s,s,s,s,s,s,76,s
13,Zip Code 11693,s,s,s,s,s,s,28,s
13,Zip Code 11694,s,s,s,s,s,s,27,s
13,Zip Code 11697,s,s,s,s,s,s,s,s
13,Zip Code 11743,s,s,s,s,s,s,s,s
13,Zip Code 21220,s,s,s,s,s,s,s,s
13,Zip Code 59870,s,s,s,s,s,s,s,s
13,Zip Code Unknown,s,s,s,s,s,s,21,s
14,All Students,"1,272","1,124","1,550","1,237","1,733","1,188","22,170","2,189"
14,Home Language is (AMERICAN) SIGN LANGUAGE,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is ADANGME,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is AFRIKAANS,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is AKAN,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is ALBANIAN,N/A,N/A,N/A,N/A,s,s,43,s
14,Home Language is AMHARIC,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is AMOY,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is ARABIC,N/A,N/A,N/A,N/A,9,s^,244,23
14,Home Language is ARMENIAN,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is AZERBAIJANI,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is BAMBARA,N/A,N/A,N/A,N/A,s,s,7,s
14,Home Language is BELORUSSIAN,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is BENGALI,N/A,N/A,N/A,N/A,6,s,"1,167",53
14,Home Language is BIHARI,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is BOSNIAN,N/A,N/A,N/A,N/A,s,s,9,s
14,Home Language is BULGARIAN,N/A,N/A,N/A,N/A,s,s,8,s
14,Home Language is BURMESE,N/A,N/A,N/A,N/A,s,s,9,s
14,Home Language is CANTONESE,N/A,N/A,N/A,N/A,s,s,350,16
14,Home Language is CATALAN,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is CHAM,N/A,N/A,N/A,N/A,s,s,s,s
14,"Home Language is CHINESE,ANY",N/A,N/A,N/A,N/A,13,s^,912,47
14,Home Language is CHINESE-DIALECT UNKNOWN/OTHER,N/A,N/A,N/A,N/A,s,s,42,s
14,Home Language is CHINESE/ANY-SPANISH,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is CZECH,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is DANISH,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is DARI/FARSI/PERSIAN,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is DUTCH,N/A,N/A,N/A,N/A,s,s,6,s
14,Home Language is DZONGKHA,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is ENGLISH,N/A,N/A,N/A,N/A,"1,207",781,"13,238","1,350"
14,Home Language is ESTONIAN,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is EWE,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is FINNISH,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is FON,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is FRENCH,N/A,N/A,N/A,N/A,18,11,118,10
14,Home Language is FRENCH-HAITIAN CREOLE,N/A,N/A,N/A,N/A,s,s,21,s
14,Home Language is FRENCH-KHMER,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is FULANI,N/A,N/A,N/A,N/A,s,s,44,s
14,Home Language is GA,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is GEORGIAN,N/A,N/A,N/A,N/A,s,s,21,s
14,Home Language is GERMAN,N/A,N/A,N/A,N/A,s,s,12,s
14,Home Language is GREEK,N/A,N/A,N/A,N/A,s,s,7,s
14,Home Language is GUARANI,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is GUJARATI,N/A,N/A,N/A,N/A,s,s,26,s
14,Home Language is HAITIAN CREOLE,N/A,N/A,N/A,N/A,s,s,109,6
14,Home Language is HAUSA,N/A,N/A,N/A,N/A,s,s,9,s
14,Home Language is HEBREW,N/A,N/A,N/A,N/A,s,s,17,s
14,Home Language is HINDI,N/A,N/A,N/A,N/A,s,s,26,s
14,Home Language is HUNGARIAN,N/A,N/A,N/A,N/A,s,s,6,s
14,Home Language is IBO,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is ICELANDIC,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is INDONESIAN,N/A,N/A,N/A,N/A,s,s,12,s
14,Home Language is ITALIAN,N/A,N/A,N/A,N/A,s,s,21,s
14,Home Language is JAMAICAN-CREOLE,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is JAPANESE,N/A,N/A,N/A,N/A,s,s,34,s
14,Home Language is KOREAN,N/A,N/A,N/A,N/A,s,s,107,s
14,Home Language is KRIO,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is MACEDONIAN,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is MALAY,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is MALAYALAM,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is MANDARIN,N/A,N/A,N/A,N/A,s,s,918,54
14,Home Language is MANDINGO,N/A,N/A,N/A,N/A,s,s,21,s
14,Home Language is MARATHI,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is MONGOLIAN,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is MOSSI,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is NAHUATL,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is NEPALI,N/A,N/A,N/A,N/A,s,s,67,s
14,Home Language is NIGER-CONGO,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is PALAUAN,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is PASHTO,N/A,N/A,N/A,N/A,s,s,11,s
14,Home Language is PILIPINO,N/A,N/A,N/A,N/A,s,s,33,s
14,Home Language is POLISH,N/A,N/A,N/A,N/A,45,s^,134,18
14,Home Language is PORTUGUESE,N/A,N/A,N/A,N/A,s,s,25,s
14,Home Language is PUNJABI,N/A,N/A,N/A,N/A,s,s,72,s
14,Home Language is ROMANIAN,N/A,N/A,N/A,N/A,s,s,17,s
14,Home Language is RUSSIAN,N/A,N/A,N/A,N/A,s,s,291,17
14,Home Language is RUSSIAN-YIDDISH,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is SERBO-CROATIAN,N/A,N/A,N/A,N/A,s,s,13,s
14,Home Language is SINDHI,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is SINHALESE,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is SLOVAK,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is SONINKE,N/A,N/A,N/A,N/A,s,s,13,s
14,Home Language is SPANISH,N/A,N/A,N/A,N/A,384,304,"3,513",538
14,Home Language is SUNDANESE,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is SWAHILI,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is SWEDISH,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is TADZHIK,N/A,N/A,N/A,N/A,s,s,14,s
14,Home Language is TAMIL,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is TELUGU,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is THAI,N/A,N/A,N/A,N/A,s,s,8,s
14,Home Language is TIBETAN,N/A,N/A,N/A,N/A,s,s,35,s
14,Home Language is TIGRE,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is TURKISH,N/A,N/A,N/A,N/A,s,s,20,s
14,Home Language is TURKMAN,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is TWI,N/A,N/A,N/A,N/A,s,s,38,s
14,Home Language is UKRAINIAN,N/A,N/A,N/A,N/A,s,s,17,s
14,Home Language is URDU,N/A,N/A,N/A,N/A,s,s,161,8
14,Home Language is UZBEK,N/A,N/A,N/A,N/A,s,s,24,s
14,Home Language is VIETNAMESE,N/A,N/A,N/A,N/A,s,s,17,s
14,Home Language is VIETNAMESE-CHINESE,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is VISAYAK,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is WOLOF,N/A,N/A,N/A,N/A,s,s,16,s
14,Home Language is YIDDISH,N/A,N/A,N/A,N/A,s,s,s,s
14,Home Language is YORUBA,N/A,N/A,N/A,N/A,s,s,6,s
14,Residential District 01,s,s,s,s,s,s,174,8
14,Residential District 02,6,s,6,s,6,s,956,54
14,Residential District 03,s,s,s,s,s,s,393,33
14,Residential District 04,s,s,s,s,s,s,191,s
14,Residential District 05,s,s,s,s,s,s,244,9
14,Residential District 06,s,s,s,s,s,s,323,8
14,Residential District 07,s,s,s,s,s,s,260,9
14,Residential District 08,s,s,s,s,s,s,519,11
14,Residential District 09,s,s,s,s,s,s,548,9
14,Residential District 10,s,s,s,s,s,s,651,19
14,Residential District 11,s,s,s,s,s,s,886,16
14,Residential District 12,s,s,s,s,s,s,320,7
14,Residential District 13,62,75,60,20,139,47,617,67
14,Residential District 14,910,889,"1,105","1,097",856,814,831,427
14,Residential District 15,10,s,15,s,44,16,"1,009",64
14,Residential District 16,39,14,53,19,121,57,512,88
14,Residential District 17,19,12,28,s,33,12,968,103
14,Residential District 18,s,s,7,s,29,s,736,58
14,Residential District 19,26,14,20,10,98,54,"1,350",224
14,Residential District 20,s,s,6,s,s,s,"1,096",62
14,Residential District 21,s,s,s,s,12,s^,559,27
14,Residential District 22,s,s,10,s,26,7,951,76
14,Residential District 23,18,12,22,12,51,20,596,107
14,Residential District 24,48,23,57,18,107,48,"1,619",174
14,Residential District 25,s,s,s,s,s,s,753,54
14,Residential District 26,s,s,s,s,s,s,602,27
14,Residential District 27,6,s,14,s,31,12,891,62
14,Residential District 28,s,s,6,s,8,s^,642,27
14,Residential District 29,s,s,s,s,7,s,683,29
14,Residential District 30,35,11,38,s,9,s,"1,072",47
14,Residential District 31,s,s,s,s,s,s,396,11
14,Residential District 32,64,48,70,33,140,62,788,260
14,Residential District Unknown,s,s,s,s,s,s,66,8
14,Zip Code 07036,s,s,s,s,s,s,s,s
14,Zip Code 07103,s,s,s,s,s,s,s,s
14,Zip Code 10001,s,s,s,s,s,s,24,s
14,Zip Code 10002,s,s,s,s,s,s,241,11
14,Zip Code 10003,s,s,s,s,s,s,32,s
14,Zip Code 10004,s,s,s,s,s,s,15,s
14,Zip Code 10005,s,s,s,s,s,s,6,s
14,Zip Code 10006,s,s,s,s,s,s,s,s
14,Zip Code 10007,s,s,s,s,s,s,17,s
14,Zip Code 10009,s,s,s,s,s,s,72,s
14,Zip Code 10010,s,s,s,s,s,s,35,s
14,Zip Code 10011,s,s,s,s,s,s,53,s
14,Zip Code 10012,s,s,s,s,s,s,32,s
14,Zip Code 10013,s,s,s,s,s,s,72,s
14,Zip Code 10014,s,s,s,s,s,s,35,s
14,Zip Code 10016,s,s,s,s,s,s,53,s
14,Zip Code 10017,s,s,s,s,s,s,25,s
14,Zip Code 10018,s,s,s,s,s,s,7,s
14,Zip Code 10019,s,s,s,s,s,s,31,s
14,Zip Code 10021,s,s,s,s,s,s,26,s
14,Zip Code 10022,s,s,s,s,s,s,26,s
14,Zip Code 10023,s,s,s,s,s,s,79,12
14,Zip Code 10024,s,s,s,s,s,s,71,s
14,Zip Code 10025,s,s,s,s,s,s,136,13
14,Zip Code 10026,s,s,s,s,s,s,79,s
14,Zip Code 10027,s,s,s,s,s,s,94,s
14,Zip Code 10028,s,s,s,s,s,s,44,s
14,Zip Code 10029,s,s,s,s,s,s,155,s
14,Zip Code 10030,s,s,s,s,s,s,59,s
14,Zip Code 10031,s,s,s,s,s,s,82,s
14,Zip Code 10032,s,s,s,s,s,s,66,s
14,Zip Code 10033,s,s,s,s,s,s,83,s
14,Zip Code 10034,s,s,s,s,s,s,41,s
14,Zip Code 10035,s,s,s,s,s,s,69,s
14,Zip Code 10036,s,s,s,s,s,s,28,s
14,Zip Code 10037,s,s,s,s,s,s,25,s
14,Zip Code 10038,s,s,s,s,s,s,48,s
14,Zip Code 10039,s,s,s,s,s,s,46,s
14,Zip Code 10040,s,s,s,s,s,s,62,s
14,Zip Code 10044,s,s,s,s,s,s,23,s
14,Zip Code 10065,s,s,s,s,s,s,30,s
14,Zip Code 10069,s,s,s,s,s,s,11,s
14,Zip Code 10075,s,s,s,s,s,s,28,s
14,Zip Code 10128,s,s,s,s,s,s,70,s
14,Zip Code 10162,s,s,s,s,s,s,s,s
14,Zip Code 10163,s,s,s,s,s,s,s,s
14,Zip Code 10280,s,s,s,s,s,s,29,s
14,Zip Code 10282,s,s,s,s,s,s,17,s
14,Zip Code 10301,s,s,s,s,s,s,42,s
14,Zip Code 10302,s,s,s,s,s,s,14,s
14,Zip Code 10303,s,s,s,s,s,s,14,s
14,Zip Code 10304,s,s,s,s,s,s,69,s
14,Zip Code 10305,s,s,s,s,s,s,39,s
14,Zip Code 10306,s,s,s,s,s,s,50,s
14,Zip Code 10307,s,s,s,s,s,s,8,s
14,Zip Code 10308,s,s,s,s,s,s,17,s
14,Zip Code 10309,s,s,s,s,s,s,19,s
14,Zip Code 10310,s,s,s,s,s,s,14,s
14,Zip Code 10312,s,s,s,s,s,s,41,s
14,Zip Code 10314,s,s,s,s,s,s,73,s
14,Zip Code 10451,s,s,s,s,s,s,115,9
14,Zip Code 10452,s,s,s,s,s,s,187,s
14,Zip Code 10453,s,s,s,s,s,s,157,s
14,Zip Code 10454,s,s,s,s,s,s,80,s
14,Zip Code 10455,s,s,s,s,s,s,105,s
14,Zip Code 10456,s,s,s,s,s,s,215,s
14,Zip Code 10457,s,s,s,s,s,s,142,s
14,Zip Code 10458,s,s,s,s,s,s,126,s
14,Zip Code 10459,s,s,s,s,s,s,92,s
14,Zip Code 10460,s,s,s,s,s,s,128,s
14,Zip Code 10461,s,s,s,s,s,s,144,s
14,Zip Code 10462,s,s,s,s,s,s,296,s
14,Zip Code 10463,s,s,s,s,s,s,98,s
14,Zip Code 10464,s,s,s,s,s,s,8,s
14,Zip Code 10465,s,s,s,s,s,s,81,s
14,Zip Code 10466,s,s,s,s,s,s,148,s
14,Zip Code 10467,s,s,s,s,s,s,218,6
14,Zip Code 10468,s,s,s,s,s,s,191,s
14,Zip Code 10469,s,s,s,s,s,s,172,s
14,Zip Code 10470,s,s,s,s,s,s,29,s
14,Zip Code 10471,s,s,s,s,s,s,21,s
14,Zip Code 10472,s,s,s,s,s,s,200,s
14,Zip Code 10473,s,s,s,s,s,s,136,s
14,Zip Code 10474,s,s,s,s,s,s,19,s
14,Zip Code 10475,s,s,s,s,s,s,84,s
14,Zip Code 10550,s,s,s,s,s,s,s,s
14,Zip Code 10553,s,s,s,s,s,s,s,s
14,Zip Code 10701,s,s,s,s,s,s,s,s
14,Zip Code 10745,s,s,s,s,s,s,s,s
14,Zip Code 10940,s,s,s,s,s,s,s,s
14,Zip Code 11001,s,s,s,s,s,s,12,s
14,Zip Code 11004,s,s,s,s,s,s,31,s
14,Zip Code 11040,s,s,s,s,s,s,7,s
14,Zip Code 11101,23,7,15,s,s,s,63,9
14,Zip Code 11102,s,s,s,s,s,s,59,s
14,Zip Code 11103,s,s,s,s,s,s,59,s
14,Zip Code 11104,s,s,s,s,s,s,90,6
14,Zip Code 11105,s,s,s,s,s,s,108,s
14,Zip Code 11106,s,s,s,s,s,s,94,s
14,Zip Code 11109,6,s,s,s,s,s,7,s
14,Zip Code 11114,s,s,s,s,s,s,s,s
14,Zip Code 11201,s,18,7,s,15,s,151,6
14,Zip Code 11203,s,s,s,s,12,s,322,28
14,Zip Code 11204,s,s,s,s,s,s,169,11
14,Zip Code 11205,35,s^,41,25,76,47,189,41
14,Zip Code 11206,286,269,355,337,423,383,527,276
14,Zip Code 11207,27,14,24,13,64,34,624,123
14,Zip Code 11208,11,s^,11,s,45,23,718,128
14,Zip Code 11209,s,s,s,s,s,s,146,12
14,Zip Code 11210,s,s,s,s,s,s,164,11
14,Zip Code 11211,254,s^,298,s^,180,173,184,111
14,Zip Code 11212,8,s,10,s^,37,13,599,91
14,Zip Code 11213,6,s^,12,s,13,s,282,34
14,Zip Code 11214,s,s,s,s,s,s,280,14
14,Zip Code 11215,s,s,s,s,6,s,222,16
14,Zip Code 11216,21,12,18,10,38,18,205,20
14,Zip Code 11217,s,s,s,s,17,s,96,6
14,Zip Code 11218,6,s,s,s,7,s,272,26
14,Zip Code 11219,s,s,s,s,s,s,242,12
14,Zip Code 11220,s,s,7,s,s,s,443,26
14,Zip Code 11221,38,21,44,18,114,55,498,121
14,Zip Code 11222,256,s^,294,s^,166,158,134,45
14,Zip Code 11223,s,s,s,s,s,s,156,s
14,Zip Code 11224,s,s,s,s,s,s,71,s
14,Zip Code 11225,s,s,9,s,s,s,205,24
14,Zip Code 11226,s,s,s,s,11,s,381,25
14,Zip Code 11228,s,s,s,s,s,s,154,7
14,Zip Code 11229,s,s,s,s,s,s,182,13
14,Zip Code 11230,s,s,s,s,s,s,157,10
14,Zip Code 11231,s,s,s,s,14,s,165,13
14,Zip Code 11232,s,s,s,s,9,s,105,s
14,Zip Code 11233,23,10,27,12,65,28,424,68
14,Zip Code 11234,s,s,s,s,9,s,259,24
14,Zip Code 11235,s,s,s,s,s,s,149,7
14,Zip Code 11236,s,s,6,s,17,s,438,37
14,Zip Code 11237,22,16,31,16,52,16,383,128
14,Zip Code 11238,19,s^,15,s,36,8,161,10
14,Zip Code 11239,s,s,s,s,s,s,85,s
14,Zip Code 11249,121,s^,162,s^,96,s^,67,27
14,Zip Code 11310,s,s,s,s,s,s,s,s
14,Zip Code 11352,s,s,s,s,s,s,s,s
14,Zip Code 11354,s,s,s,s,s,s,139,11
14,Zip Code 11355,s,s,s,s,s,s,265,15
14,Zip Code 11356,s,s,s,s,s,s,70,7
14,Zip Code 11357,s,s,s,s,s,s,86,7
14,Zip Code 11358,s,s,s,s,s,s,89,s
14,Zip Code 11360,s,s,s,s,s,s,37,s
14,Zip Code 11361,s,s,s,s,s,s,81,s
14,Zip Code 11362,s,s,s,s,s,s,70,s
14,Zip Code 11363,s,s,s,s,s,s,17,s
14,Zip Code 11364,s,s,s,s,s,s,133,7
14,Zip Code 11365,s,s,s,s,s,s,149,12
14,Zip Code 11366,s,s,s,s,s,s,38,s
14,Zip Code 11367,s,s,s,s,s,s,60,s
14,Zip Code 11368,s,s,s,s,6,s,231,s
14,Zip Code 11369,s,s,s,s,s,s,108,s
14,Zip Code 11370,s,s,s,s,s,s,120,s
14,Zip Code 11372,s,s,s,s,s,s,258,9
14,Zip Code 11373,s,s,s,s,8,s,412,26
14,Zip Code 11374,s,s,s,s,s,s,75,s
14,Zip Code 11375,s,s,s,s,s,s,167,9
14,Zip Code 11377,s,s,7,s,8,s,309,21
14,Zip Code 11378,s,s,6,s,11,s^,182,24
14,Zip Code 11379,s,s,s,s,s,s,106,9
14,Zip Code 11385,38,18,37,16,66,30,473,92
14,Zip Code 11411,s,s,s,s,s,s,33,s
14,Zip Code 11412,s,s,s,s,s,s,87,s
14,Zip Code 11413,s,s,s,s,s,s,97,s
14,Zip Code 11414,s,s,s,s,s,s,31,s
14,Zip Code 11415,s,s,s,s,s,s,32,s
14,Zip Code 11416,s,s,s,s,s,s,102,9
14,Zip Code 11417,s,s,s,s,s,s,129,7
14,Zip Code 11418,s,s,s,s,s,s,99,7
14,Zip Code 11419,s,s,s,s,s,s,105,s
14,Zip Code 11420,s,s,s,s,s,s,108,s
14,Zip Code 11421,s,s,s,s,10,s,131,11
14,Zip Code 11422,s,s,s,s,s,s,62,s
14,Zip Code 11423,s,s,s,s,s,s,64,s
14,Zip Code 11426,s,s,s,s,s,s,43,s
14,Zip Code 11427,s,s,s,s,s,s,59,s
14,Zip Code 11428,s,s,s,s,s,s,36,s
14,Zip Code 11429,s,s,s,s,s,s,50,s
14,Zip Code 11432,s,s,s,s,s,s,262,11
14,Zip Code 11433,s,s,s,s,s,s,73,s
14,Zip Code 11434,s,s,s,s,s,s,132,s
14,Zip Code 11435,s,s,s,s,s,s,116,s
14,Zip Code 11436,s,s,s,s,s,s,30,s
14,Zip Code 11550,s,s,s,s,s,s,s,s
14,Zip Code 11691,s,s,s,s,s,s,120,12
14,Zip Code 11692,s,s,s,s,s,s,46,s
14,Zip Code 11693,s,s,s,s,s,s,17,s
14,Zip Code 11694,s,s,s,s,s,s,18,s
14,Zip Code 11697,s,s,s,s,s,s,s,s
14,Zip Code 11743,s,s,s,s,s,s,s,s
14,Zip Code 21220,s,s,s,s,s,s,s,s
14,Zip Code 59870,s,s,s,s,s,s,s,s
14,Zip Code Unknown,s,s,s,s,s,s,13,s
15,All Students,"3,844","2,572","4,388","2,892","3,436","2,553","10,710","1,837"
15,Home Language is ALBANIAN,N/A,N/A,N/A,N/A,s,s,17,s
15,Home Language is AMHARIC,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is ARABIC,N/A,N/A,N/A,N/A,39,32,152,47
15,Home Language is ARMENIAN,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is BAMBARA,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is BENGALI,N/A,N/A,N/A,N/A,57,38,209,21
15,Home Language is BIHARI,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is BOSNIAN,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is BULGARIAN,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is BURMESE,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is CANTONESE,N/A,N/A,N/A,N/A,12,s,180,22
15,Home Language is CATALAN,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is CHAM,N/A,N/A,N/A,N/A,s,s,s,s
15,"Home Language is CHINESE,ANY",N/A,N/A,N/A,N/A,75,50,335,53
15,Home Language is CHINESE-DIALECT UNKNOWN/OTHER,N/A,N/A,N/A,N/A,s,s,9,s
15,Home Language is CHINESE/ANY-SPANISH,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is CZECH,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is DANISH,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is DARI/FARSI/PERSIAN,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is DUTCH,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is ENGLISH,N/A,N/A,N/A,N/A,"2,185","1,599","7,100","1,149"
15,Home Language is EWE,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is FINNISH,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is FRENCH,N/A,N/A,N/A,N/A,72,49,65,17
15,Home Language is FRENCH-HAITIAN CREOLE,N/A,N/A,N/A,N/A,s,s,11,s
15,Home Language is FULANI,N/A,N/A,N/A,N/A,s,s,14,s
15,Home Language is GA,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is GEORGIAN,N/A,N/A,N/A,N/A,s,s,16,s
15,Home Language is GERMAN,N/A,N/A,N/A,N/A,s,s,9,s
15,Home Language is GUARANI,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is GUJARATI,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is GURMA,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is HAITIAN CREOLE,N/A,N/A,N/A,N/A,s,s,95,9
15,Home Language is HAUSA,N/A,N/A,N/A,N/A,s,s,s,s
15,Home Language is HEBREW,N/A,N/A,N/A,N/A,11,s^,12,s
15,Home Language is HINDI,N/A,N/A,N/A,N/A,s,s,s,s
