School District,Category,Pre-K Applicants,Pre-K Offers,Kindergarten Applicants,Kindergarten Offers,Grade 6 Applicants,Grade 6 Offers,Grade 9 Applicants,Grade 9 Offers
2,Home Language is TELUGU,N/A,N/A,N/A,N/A,s,s,s,s
2,Home Language is THAI,N/A,N/A,N/A,N/A,s,s,17,7
2,Home Language is TIBETAN,N/A,N/A,N/A,N/A,s,s,48,7
2,Home Language is TIGRE,N/A,N/A,N/A,N/A,s,s,s,s
2,Home Language is TURKISH,N/A,N/A,N/A,N/A,8,s^,29,8
2,Home Language is TURKMAN,N/A,N/A,N/A,N/A,s,s,s,s
2,Home Language is TWI,N/A,N/A,N/A,N/A,s,s,56,s
2,Home Language is UKRAINIAN,N/A,N/A,N/A,N/A,s,s,35,s
2,Home Language is URDU,N/A,N/A,N/A,N/A,10,s^,234,12
2,Home Language is UZBEK,N/A,N/A,N/A,N/A,s,s,47,s
2,Home Language is VIETNAMESE,N/A,N/A,N/A,N/A,s,s,26,s
2,Home Language is VIETNAMESE-CHINESE,N/A,N/A,N/A,N/A,s,s,s,s
2,Home Language is VIETNAMESE-FRENCH,N/A,N/A,N/A,N/A,s,s,s,s
2,Home Language is VISAYAK,N/A,N/A,N/A,N/A,s,s,s,s
2,Home Language is WOLOF,N/A,N/A,N/A,N/A,s,s,39,21
2,Home Language is YORUBA,N/A,N/A,N/A,N/A,s,s,6,s
2,Residential District 01,184,62,183,27,203,52,609,394
2,Residential District 02,"2,914","2,603","3,703","3,664","2,511","2,440","2,733","2,135"
2,Residential District 03,154,12,224,s,152,21,"1,148",561
2,Residential District 04,97,41,116,8,97,39,784,354
2,Residential District 05,41,8,83,s,100,32,976,427
2,Residential District 06,25,6,58,s,96,18,"1,499",723
2,Residential District 07,19,8,20,s,28,6,815,196
2,Residential District 08,20,s,28,s,35,11,"1,337",298
2,Residential District 09,17,9,32,s,41,10,"1,760",417
2,Residential District 10,35,9,45,s,71,21,"2,224",576
2,Residential District 11,28,s,46,s,54,10,"1,883",326
2,Residential District 12,12,s,21,s,30,s,905,230
2,Residential District 13,61,21,64,s,188,40,773,212
2,Residential District 14,25,s,32,s,133,26,665,181
2,Residential District 15,22,6,24,s,383,28,"1,692",359
2,Residential District 16,8,s,6,s,66,8,446,68
2,Residential District 17,21,7,30,s,103,16,"1,104",147
2,Residential District 18,8,s,7,s,33,s,756,88
2,Residential District 19,18,10,15,s,51,13,"1,343",221
2,Residential District 20,28,15,22,s,51,19,"1,803",242
2,Residential District 21,24,12,10,s,17,s,989,98
2,Residential District 22,23,7,24,s,73,13,"1,447",157
2,Residential District 23,s,s,s,s,29,8,576,90
2,Residential District 24,24,7,50,8,96,24,"2,535",480
2,Residential District 25,s,s,s,s,17,s,"1,201",115
2,Residential District 26,s,s,s,s,6,s,969,117
2,Residential District 27,11,s,20,s,86,20,"1,447",212
2,Residential District 28,17,s,22,s,55,12,"1,094",160
2,Residential District 29,6,s,12,s,30,s,"1,019",85
2,Residential District 30,119,10,196,8,109,31,"2,009",385
2,Residential District 31,16,8,20,s,53,12,"1,112",91
2,Residential District 32,8,s,s,s,22,8,665,147
2,Residential District Unknown,s,s,s,s,25,10,113,32
2,Zip Code 07036,s,s,s,s,s,s,s,s
2,Zip Code 07107,s,s,s,s,s,s,s,s
2,Zip Code 08857,s,s,s,s,s,s,s,s
2,Zip Code 10001,54,s^,88,s^,95,s^,111,93
2,Zip Code 10002,312,229,310,210,340,242,628,440
2,Zip Code 10003,97,52,113,93,74,59,82,67
2,Zip Code 10004,24,s^,30,s^,26,s^,23,s^
2,Zip Code 10005,50,s^,58,s^,31,s^,30,s^
2,Zip Code 10006,17,s^,24,s^,18,s^,12,s^
2,Zip Code 10007,52,s^,86,s^,48,s^,53,45
2,Zip Code 10009,89,20,123,62,131,61,287,193
2,Zip Code 10010,125,74,138,s^,91,s^,96,79
2,Zip Code 10011,149,140,204,s^,136,s^,166,137
2,Zip Code 10012,73,65,78,s^,68,s^,72,49
2,Zip Code 10013,162,152,275,s^,187,s^,175,148
2,Zip Code 10014,78,s^,101,s^,82,s^,94,73
2,Zip Code 10016,185,152,201,s^,117,s^,144,119
2,Zip Code 10017,64,57,65,s^,43,s^,53,37
2,Zip Code 10018,21,s^,33,s^,15,s^,25,19
2,Zip Code 10019,104,98,125,s^,80,s^,133,94
2,Zip Code 10020,s,s,s,s,s,s,s,s
2,Zip Code 10021,182,161,200,s^,98,s^,114,91
2,Zip Code 10022,122,110,182,s^,83,s^,77,56
2,Zip Code 10023,68,6,82,s,38,7,203,90
2,Zip Code 10024,37,s,54,s,28,s,186,94
2,Zip Code 10025,27,s,47,s,47,7,394,195
2,Zip Code 10026,11,s,25,s,30,s,272,140
2,Zip Code 10027,14,s,32,s,44,12,357,161
2,Zip Code 10028,169,153,251,s^,132,s^,147,111
2,Zip Code 10029,110,56,121,28,102,50,607,294
2,Zip Code 10030,s,s,8,s,22,7,193,77
2,Zip Code 10031,10,s,19,s,19,7,318,160
2,Zip Code 10032,7,s,12,s,25,s,342,141
2,Zip Code 10033,7,s,12,s,23,s,334,161
2,Zip Code 10034,s,s,8,s,19,s,259,142
2,Zip Code 10035,24,11,37,s,18,7,303,121
2,Zip Code 10036,80,s^,94,s^,72,s^,106,82
2,Zip Code 10037,9,s,14,s,12,s,111,43
2,Zip Code 10038,103,s^,133,s^,127,s^,139,118
2,Zip Code 10039,s,s,16,s,22,7,232,104
2,Zip Code 10040,s,s,9,s,15,s,285,145
2,Zip Code 10044,104,s^,117,s^,73,s^,57,43
2,Zip Code 10065,135,113,171,s^,85,s^,81,60
2,Zip Code 10069,9,s,s,s,s,s,32,16
2,Zip Code 10075,117,109,139,s^,101,s^,89,72
2,Zip Code 10128,218,206,299,s^,210,s^,232,155
2,Zip Code 10150,s,s,s,s,s,s,s,s
2,Zip Code 10162,25,s^,22,s^,15,s^,7,s
2,Zip Code 10163,s,s,s,s,s,s,s,s
2,Zip Code 10166,s,s,s,s,s,s,s,s
2,Zip Code 10167,s,s,s,s,s,s,s,s
2,Zip Code 10268,s,s,s,s,s,s,s,s
2,Zip Code 10280,64,s^,81,s^,69,s^,57,47
2,Zip Code 10282,89,s^,122,s^,58,s^,34,26
2,Zip Code 10301,s,s,s,s,11,s,107,14
2,Zip Code 10302,s,s,s,s,s,s,38,s
2,Zip Code 10303,s,s,s,s,s,s,54,7
2,Zip Code 10304,s,s,s,s,12,s,154,22
2,Zip Code 10305,s,s,s,s,6,s,93,8
2,Zip Code 10306,s,s,s,s,s,s,131,s
2,Zip Code 10307,s,s,s,s,s,s,24,s
2,Zip Code 10308,s,s,s,s,s,s,56,s
2,Zip Code 10309,s,s,s,s,s,s,66,s
2,Zip Code 10310,s,s,s,s,s,s,57,10
2,Zip Code 10312,s,s,s,s,s,s,136,s
2,Zip Code 10314,s,s,s,s,6,s,202,9
2,Zip Code 10451,7,s,13,s,7,s,347,86
2,Zip Code 10452,s,s,16,s,13,s,603,163
2,Zip Code 10453,8,s,10,s,16,s,607,164
2,Zip Code 10454,7,s,s,s,12,s,278,73
2,Zip Code 10455,s,s,7,s,10,s,346,91
2,Zip Code 10456,13,6,10,s,14,s,630,140
2,Zip Code 10457,s,s,s,s,12,s,487,105
2,Zip Code 10458,7,s,9,s,11,s,481,115
2,Zip Code 10459,s,s,s,s,13,s,299,89
2,Zip Code 10460,6,s,12,s,7,s,364,72
2,Zip Code 10461,s,s,10,s,s,s,288,42
2,Zip Code 10462,8,s,19,s,16,s,519,119
2,Zip Code 10463,8,s,9,s,26,s,307,87
2,Zip Code 10464,s,s,s,s,s,s,22,s
2,Zip Code 10465,s,s,s,s,s,s,192,34
2,Zip Code 10466,s,s,s,s,10,s,347,58
2,Zip Code 10467,10,s,14,s,20,s,632,134
2,Zip Code 10468,9,s,13,s,10,s,574,145
2,Zip Code 10469,s,s,11,s,7,s,369,51
2,Zip Code 10470,s,s,s,s,s,s,76,13
2,Zip Code 10471,s,s,s,s,10,s,74,13
2,Zip Code 10472,8,s,8,s,21,6,491,134
2,Zip Code 10473,7,s,7,s,8,s,340,69
2,Zip Code 10474,s,s,s,s,s,s,72,21
2,Zip Code 10475,s,s,s,s,s,s,192,28
2,Zip Code 10550,s,s,s,s,s,s,s,s
2,Zip Code 10553,s,s,s,s,s,s,s,s
2,Zip Code 10701,s,s,s,s,s,s,s,s
2,Zip Code 10745,s,s,s,s,s,s,s,s
2,Zip Code 10940,s,s,s,s,s,s,s,s
2,Zip Code 11001,s,s,s,s,s,s,19,s
2,Zip Code 11004,s,s,s,s,s,s,52,7
2,Zip Code 11040,s,s,s,s,s,s,11,s
2,Zip Code 11101,44,s,50,s,17,s,154,36
2,Zip Code 11102,s,s,18,s,s,s,164,29
2,Zip Code 11103,s,s,8,s,s,s,126,32
2,Zip Code 11104,s,s,19,s,17,s,143,31
2,Zip Code 11105,6,s,12,s,9,s,175,29
2,Zip Code 11106,14,s,29,s,8,s,183,51
2,Zip Code 11109,22,s,24,s,s,s,15,6
2,Zip Code 11114,s,s,s,s,s,s,s,s
2,Zip Code 11201,47,16,48,s,66,13,251,90
2,Zip Code 11203,s,s,s,s,14,s,347,35
2,Zip Code 11204,7,s,s,s,7,s,321,44
2,Zip Code 11205,s,s,9,s,35,10,206,56
2,Zip Code 11206,s,s,7,s,40,11,359,75
2,Zip Code 11207,12,s,s,s,30,8,581,84
2,Zip Code 11208,7,s,6,s,22,6,739,133
2,Zip Code 11209,s,s,9,s,15,s,285,36
2,Zip Code 11210,s,s,s,s,15,s,233,14
2,Zip Code 11211,s,s,6,s,25,s,159,48
2,Zip Code 11212,s,s,7,s,24,s,619,86
2,Zip Code 11213,s,s,10,s,33,s,293,39
2,Zip Code 11214,9,s^,s,s,9,s,480,66
2,Zip Code 11215,s,s,s,s,184,14,411,99
2,Zip Code 11216,10,s,s,s,37,8,204,31
2,Zip Code 11217,s,s,7,s,56,9,155,39
2,Zip Code 11218,s,s,s,s,57,7,406,72
2,Zip Code 11219,s,s,s,s,12,s,332,38
2,Zip Code 11220,s,s,s,s,8,s,700,105
2,Zip Code 11221,s,s,s,s,25,s,399,77
2,Zip Code 11222,12,s,s,s,43,10,133,39
2,Zip Code 11223,11,s^,s,s,s,s,276,33
2,Zip Code 11224,s,s,s,s,s,s,117,17
2,Zip Code 11225,s,s,9,s,25,s,229,38
2,Zip Code 11226,12,s,12,s,48,7,491,62
2,Zip Code 11228,s,s,s,s,9,s,268,38
2,Zip Code 11229,12,s,s,s,s,s,346,37
2,Zip Code 11230,8,s,s,s,7,s,251,20
2,Zip Code 11231,s,s,s,s,85,s,257,52
2,Zip Code 11232,s,s,s,s,10,s,207,51
2,Zip Code 11233,8,s,s,s,51,11,396,54
2,Zip Code 11234,s,s,6,s,14,s,356,38
2,Zip Code 11235,s,s,6,s,7,s,294,30
2,Zip Code 11236,7,s,s,s,19,s,433,56
2,Zip Code 11237,s,s,s,s,12,s,336,81
2,Zip Code 11238,9,s,8,s,72,8,230,60
2,Zip Code 11239,s,s,s,s,s,s,88,11
2,Zip Code 11241,s,s,s,s,s,s,s,s
2,Zip Code 11249,6,s,15,s,26,s,71,32
2,Zip Code 11310,s,s,s,s,s,s,s,s
2,Zip Code 11354,s,s,s,s,s,s,205,27
2,Zip Code 11355,s,s,s,s,s,s,374,33
2,Zip Code 11356,s,s,s,s,s,s,119,7
2,Zip Code 11357,s,s,s,s,s,s,145,12
2,Zip Code 11358,s,s,s,s,s,s,173,13
2,Zip Code 11360,s,s,s,s,s,s,82,8
2,Zip Code 11361,s,s,s,s,s,s,118,23
2,Zip Code 11362,s,s,s,s,s,s,123,21
2,Zip Code 11363,s,s,s,s,s,s,28,s
2,Zip Code 11364,s,s,s,s,s,s,220,27
2,Zip Code 11365,s,s,s,s,s,s,236,24
2,Zip Code 11366,s,s,s,s,s,s,57,s
2,Zip Code 11367,s,s,s,s,s,s,98,13
2,Zip Code 11368,7,s,7,s,19,s,527,105
2,Zip Code 11369,s,s,s,s,8,s,218,41
2,Zip Code 11370,s,s,s,s,7,s,209,37
2,Zip Code 11372,14,s,26,s,26,16,441,79
2,Zip Code 11373,7,s,12,s,23,6,648,94
2,Zip Code 11374,7,s,6,s,8,s,162,27
2,Zip Code 11375,s,s,8,s,23,7,295,63
2,Zip Code 11377,11,s,24,s,20,s,552,93
2,Zip Code 11378,s,s,s,s,6,s,218,31
2,Zip Code 11379,s,s,s,s,s,s,191,29
2,Zip Code 11385,s,s,8,s,33,6,568,143
2,Zip Code 11411,s,s,s,s,s,s,54,s
2,Zip Code 11412,s,s,s,s,s,s,137,12
2,Zip Code 11413,s,s,s,s,s,s,147,10
2,Zip Code 11414,s,s,s,s,s,s,68,15
2,Zip Code 11415,s,s,s,s,s,s,51,7
2,Zip Code 11416,s,s,s,s,8,s,169,30
2,Zip Code 11417,s,s,s,s,7,s,189,31
2,Zip Code 11418,s,s,s,s,12,s,150,13
2,Zip Code 11419,s,s,s,s,6,s,174,17
2,Zip Code 11420,s,s,s,s,7,s,183,19
2,Zip Code 11421,s,s,s,s,20,s,218,46
2,Zip Code 11422,s,s,s,s,s,s,94,s
2,Zip Code 11423,s,s,s,s,s,s,104,12
2,Zip Code 11426,s,s,s,s,s,s,77,s
2,Zip Code 11427,s,s,s,s,s,s,80,s
2,Zip Code 11428,s,s,s,s,s,s,65,s
2,Zip Code 11429,s,s,s,s,s,s,72,6
2,Zip Code 11432,s,s,s,s,s,s,342,36
2,Zip Code 11433,s,s,s,s,s,s,120,11
2,Zip Code 11434,s,s,s,s,10,s,200,26
2,Zip Code 11435,s,s,s,s,8,s,199,16
2,Zip Code 11436,s,s,s,s,s,s,52,s
2,Zip Code 11473,s,s,s,s,s,s,s,s
2,Zip Code 11550,s,s,s,s,s,s,s,s
2,Zip Code 11691,s,s,s,s,11,s,168,24
2,Zip Code 11692,s,s,s,s,s,s,76,10
2,Zip Code 11693,s,s,s,s,s,s,27,s
2,Zip Code 11694,s,s,s,s,s,s,39,7
2,Zip Code 11697,s,s,s,s,s,s,s,s
2,Zip Code 11743,s,s,s,s,s,s,s,s
2,Zip Code 11783,s,s,s,s,s,s,s,s
2,Zip Code 21220,s,s,s,s,s,s,s,s
2,Zip Code 33635,s,s,s,s,s,s,s,s
2,Zip Code 59870,s,s,s,s,s,s,s,s
2,Zip Code Unknown,s,s,s,s,s,s,37,11
3,All Students,"1,708","1,127","2,646","1,675","3,090","1,479","14,344","2,028"
3,Home Language is (AMERICAN) SIGN LANGUAGE,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is ADANGME,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is AFRIKAANS,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is AKAN,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is ALBANIAN,N/A,N/A,N/A,N/A,6,s,44,6
3,Home Language is AMOY,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is ARABIC,N/A,N/A,N/A,N/A,9,s^,101,8
3,Home Language is ARMENIAN,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is BALUCHI,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is BAMBARA,N/A,N/A,N/A,N/A,s,s,9,s
3,Home Language is BELORUSSIAN,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is BENGALI,N/A,N/A,N/A,N/A,20,s,490,45
3,Home Language is BOSNIAN,N/A,N/A,N/A,N/A,s,s,10,s
3,Home Language is BULGARIAN,N/A,N/A,N/A,N/A,s,s,7,s
3,Home Language is BURMESE,N/A,N/A,N/A,N/A,s,s,8,s
3,Home Language is CANTONESE,N/A,N/A,N/A,N/A,18,s,119,8
3,Home Language is CATALAN,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is CHAM,N/A,N/A,N/A,N/A,s,s,s,s
3,"Home Language is CHINESE,ANY",N/A,N/A,N/A,N/A,50,11,285,25
3,Home Language is CHINESE-DIALECT UNKNOWN/OTHER,N/A,N/A,N/A,N/A,s,s,8,s
3,Home Language is CHINESE/ANY-SPANISH,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is CZECH,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is DANISH,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is DARI/FARSI/PERSIAN,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is DEJULA,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is DUTCH,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is DZONGKHA,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is ENGLISH,N/A,N/A,N/A,N/A,"2,368","1,174","9,261","1,377"
3,Home Language is ESTONIAN,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is EWE,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is FANTI,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is FINNISH,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is FON,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is FRENCH,N/A,N/A,N/A,N/A,53,30,125,12
3,Home Language is FRENCH-HAITIAN CREOLE,N/A,N/A,N/A,N/A,s,s,6,s
3,Home Language is FRENCH-KHMER,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is FULANI,N/A,N/A,N/A,N/A,s,s,30,s
3,Home Language is GA,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is GEORGIAN,N/A,N/A,N/A,N/A,s,s,6,s
3,Home Language is GERMAN,N/A,N/A,N/A,N/A,s,s,14,s
3,Home Language is GREEK,N/A,N/A,N/A,N/A,s,s,11,s
3,Home Language is GUARANI,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is GUJARATI,N/A,N/A,N/A,N/A,s,s,14,7
3,Home Language is HAITIAN CREOLE,N/A,N/A,N/A,N/A,s,s,15,s
3,Home Language is HAUSA,N/A,N/A,N/A,N/A,s,s,6,s
3,Home Language is HEBREW,N/A,N/A,N/A,N/A,22,s^,31,s
3,Home Language is HINDI,N/A,N/A,N/A,N/A,s,s,15,s
3,Home Language is HUNGARIAN,N/A,N/A,N/A,N/A,s,s,6,s
3,Home Language is IBO,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is ICELANDIC,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is INDONESIAN,N/A,N/A,N/A,N/A,s,s,8,s
3,Home Language is ITALIAN,N/A,N/A,N/A,N/A,6,s,28,s
3,Home Language is JAPANESE,N/A,N/A,N/A,N/A,15,6,38,13
3,Home Language is KHOWAN,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is KOREAN,N/A,N/A,N/A,N/A,24,8,45,13
3,Home Language is KRIO,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is LUGANDA,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is MACEDONIAN,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is MALAYALAM,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is MALINKE,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is MANDARIN,N/A,N/A,N/A,N/A,52,15,214,17
3,Home Language is MANDINGO,N/A,N/A,N/A,N/A,s,s,17,s
3,Home Language is MOHAWK,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is MONGOLIAN,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is NEPALI,N/A,N/A,N/A,N/A,s,s,31,s
3,Home Language is NIGER-CONGO,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is NORWEGIAN,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is PASHTO,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is PILIPINO,N/A,N/A,N/A,N/A,s,s,22,s
3,Home Language is POLISH,N/A,N/A,N/A,N/A,7,s,72,s
3,Home Language is PORTUGUESE,N/A,N/A,N/A,N/A,s,s,21,s
3,Home Language is PUNJABI,N/A,N/A,N/A,N/A,s,s,14,s
3,Home Language is ROMANIAN,N/A,N/A,N/A,N/A,s,s,8,s
3,Home Language is RUSSIAN,N/A,N/A,N/A,N/A,38,14,124,9
3,Home Language is RUSSIAN-YIDDISH,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is SERBO-CROATIAN,N/A,N/A,N/A,N/A,s,s,18,s
3,Home Language is SLOVAK,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is SLOVENIAN,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is SONINKE,N/A,N/A,N/A,N/A,s,s,13,s
3,Home Language is SPANISH,N/A,N/A,N/A,N/A,307,153,"2,847",422
3,Home Language is SWEDISH,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is TADZHIK,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is TAMIL,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is TELUGU,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is THAI,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is TIBETAN,N/A,N/A,N/A,N/A,s,s,16,6
3,Home Language is TURKISH,N/A,N/A,N/A,N/A,9,s,9,s
3,Home Language is TURKMAN,N/A,N/A,N/A,N/A,s,s,s,s
3,Home Language is TWI,N/A,N/A,N/A,N/A,s,s,18,s
3,Home Language is UKRAINIAN,N/A,N/A,N/A,N/A,s,s,13,s
3,Home Language is URDU,N/A,N/A,N/A,N/A,s,s,25,s
3,Home Language is UZBEK,N/A,N/A,N/A,N/A,s,s,6,s
3,Home Language is VIETNAMESE,N/A,N/A,N/A,N/A,s,s,9,s
3,Home Language is WOLOF,N/A,N/A,N/A,N/A,7,s,26,s
3,Home Language is YORUBA,N/A,N/A,N/A,N/A,s,s,s,s
3,Residential District 01,s,s,17,s,37,8,254,29
3,Residential District 02,133,42,285,10,335,41,"1,759",234
3,Residential District 03,"1,051",933,"1,538",s^,"1,102","1,033","1,025",376
3,Residential District 04,51,15,65,10,106,26,529,94
3,Residential District 05,213,70,236,58,309,140,723,139
3,Residential District 06,76,25,144,18,178,74,"1,042",221
3,Residential District 07,20,s,31,s,41,16,367,50
3,Residential District 08,14,s,23,s,32,s,527,57
3,Residential District 09,33,8,44,9,66,34,799,105
3,Residential District 10,21,7,55,6,86,17,960,118
3,Residential District 11,26,6,31,s,85,24,742,101
3,Residential District 12,14,s,16,s,37,16,346,41
3,Residential District 13,s,s,14,s,57,s,306,43
3,Residential District 14,7,s,9,s,24,s,194,9
3,Residential District 15,s,s,8,s,65,s,735,80
3,Residential District 16,s,s,s,s,10,s,103,10
3,Residential District 17,s,s,10,s,36,s,235,24
3,Residential District 18,s,s,s,s,13,s,142,8
3,Residential District 19,s,s,8,s,20,s,252,15
3,Residential District 20,s,s,8,s,15,s,255,16
3,Residential District 21,s,s,6,s,14,s,138,6
3,Residential District 22,s,s,6,s,27,s,233,11
3,Residential District 23,s,s,s,s,s,s,110,s
3,Residential District 24,s,s,12,s,79,s,694,69
3,Residential District 25,s,s,6,s,36,s,165,10
3,Residential District 26,s,s,s,s,19,s,109,8
3,Residential District 27,s,s,7,s,47,s,296,14
3,Residential District 28,s,s,11,s,70,s,269,28
3,Residential District 29,s,s,8,s,20,s,128,11
3,Residential District 30,s,s,27,s,63,s,693,82
3,Residential District 31,s,s,6,s,25,s,81,8
3,Residential District 32,s,s,s,s,s,s,105,s
3,Residential District Unknown,s,s,s,s,28,13,28,s
3,Zip Code 10001,s,s,9,s,7,s,50,s
3,Zip Code 10002,s,s,6,s,26,s,250,27
3,Zip Code 10003,s,s,s,s,10,s,51,s
3,Zip Code 10004,s,s,s,s,s,s,12,s
3,Zip Code 10005,s,s,s,s,s,s,17,s
3,Zip Code 10006,s,s,s,s,s,s,7,s
3,Zip Code 10007,s,s,s,s,s,s,36,s
3,Zip Code 10009,s,s,14,s,14,s,143,18
3,Zip Code 10010,s,s,6,s,9,s,50,6
3,Zip Code 10011,9,s,15,s,16,s,108,19
3,Zip Code 10012,s,s,s,s,12,s,49,11
3,Zip Code 10013,s,s,s,s,15,s,98,8
3,Zip Code 10014,s,s,s,s,6,s,74,7
3,Zip Code 10016,s,s,9,s,14,s,90,10
3,Zip Code 10017,s,s,6,s,12,s,38,6
3,Zip Code 10018,s,s,7,s,s,s,16,s
3,Zip Code 10019,57,11,68,7,22,8,101,28
3,Zip Code 10020,s,s,s,s,s,s,s,s
3,Zip Code 10021,s,s,13,s,16,s,93,12
3,Zip Code 10022,s,s,11,s,13,s,57,10
3,Zip Code 10023,255,224,432,s^,229,217,198,80
3,Zip Code 10024,239,207,403,s^,250,243,178,80
3,Zip Code 10025,314,292,416,s^,367,340,355,123
3,Zip Code 10026,178,148,188,s^,190,169,220,67
3,Zip Code 10027,133,64,154,75,132,82,286,55
3,Zip Code 10028,6,s,15,s,28,s,109,16
3,Zip Code 10029,45,12,58,9,94,24,412,68
3,Zip Code 10030,25,8,34,7,53,21,147,22
3,Zip Code 10031,35,13,55,9,72,42,225,45
3,Zip Code 10032,21,8,26,s,50,16,259,56
3,Zip Code 10033,14,6,27,6,31,6,222,48
3,Zip Code 10034,s,s,17,s,15,s,176,37
3,Zip Code 10035,41,17,42,10,46,22,192,41
3,Zip Code 10036,15,s,26,s,17,s,76,6
3,Zip Code 10037,25,6,29,8,60,23,76,19
3,Zip Code 10038,s,s,6,s,12,s,66,s
3,Zip Code 10039,23,s,32,9,72,30,161,36
3,Zip Code 10040,11,s,27,s,22,11,200,39
3,Zip Code 10044,s,s,8,s,16,s,35,6
3,Zip Code 10065,s,13,14,s,16,s,55,12
3,Zip Code 10069,30,s^,44,s^,39,s^,31,15
3,Zip Code 10075,s,s,9,s,19,s,74,6
3,Zip Code 10128,8,s,31,s,44,s,170,32
3,Zip Code 10162,s,s,s,s,s,s,s,s
3,Zip Code 10163,s,s,s,s,s,s,s,s
3,Zip Code 10167,s,s,s,s,s,s,s,s
3,Zip Code 10268,s,s,s,s,s,s,s,s
3,Zip Code 10280,s,s,s,s,6,s,42,s
3,Zip Code 10282,s,s,s,s,7,s,24,s
3,Zip Code 10301,s,s,s,s,6,s,22,s
3,Zip Code 10302,s,s,s,s,s,s,s,s
3,Zip Code 10303,s,s,s,s,s,s,s,s
3,Zip Code 10304,s,s,s,s,s,s,13,s
3,Zip Code 10305,s,s,s,s,s,s,s,s
3,Zip Code 10306,s,s,s,s,s,s,s,s
3,Zip Code 10308,s,s,s,s,s,s,s,s
3,Zip Code 10309,s,s,s,s,s,s,s,s
3,Zip Code 10310,s,s,s,s,s,s,7,s
3,Zip Code 10312,s,s,s,s,s,s,s,s
3,Zip Code 10314,s,s,s,s,s,s,15,s
3,Zip Code 10451,12,s,18,s,15,9,160,20
3,Zip Code 10452,6,s,21,s,27,14,273,31
3,Zip Code 10453,10,s,13,s,15,s,284,34
3,Zip Code 10454,6,s,8,s,16,s,129,20
3,Zip Code 10455,s,s,8,s,16,7,142,22
3,Zip Code 10456,12,s,15,s,15,8,260,31
3,Zip Code 10457,8,s,9,s,18,11,211,28
3,Zip Code 10458,s,s,10,s,8,s,198,22
3,Zip Code 10459,8,s,s,s,8,s,123,20
3,Zip Code 10460,7,s,10,s,16,8,139,10
3,Zip Code 10461,s,s,s,s,6,s,123,18
3,Zip Code 10462,s,s,12,s,10,s,218,34
3,Zip Code 10463,s,s,23,s,28,s,152,19
3,Zip Code 10464,s,s,s,s,s,s,15,s
3,Zip Code 10465,s,s,s,s,6,s,77,s
3,Zip Code 10466,s,s,s,s,20,6,126,15
3,Zip Code 10467,12,s,6,s,33,9,284,35
3,Zip Code 10468,s,s,7,s,15,s,228,35
3,Zip Code 10469,s,s,6,s,19,6,129,12
3,Zip Code 10470,s,s,s,s,s,s,34,8
3,Zip Code 10471,s,s,s,s,14,s,39,7
